f_timestamp,f_id,cluster_data,f_u_id
2023-03-24T21:00:06.108Z,644899,"[[2.5077827, 11.268496, 'cam_142'], [1.5739316, 10.638044, 'cam_142']]",0
2023-03-24T21:00:06.108Z,64275,"[[5.83503, 10.35634, 'cam_142']]",0
2023-03-24T21:00:06.193Z,531160,"[[8.830462, 3.7205513, 'cam_133']]",0
2023-03-24T21:00:06.193Z,878135,"[[2.308586, 2.7033632, 'cam_133']]",0
2023-03-24T21:00:06.193Z,133431,"[[5.949548, 5.857089, 'cam_133']]",0
2023-03-24T21:00:06.233Z,241309,"[[16.448694, 7.2417254, 'cam_141']]",0
2023-03-24T21:00:06.304Z,263539,"[[8.840867, 3.7289803, 'cam_133']]",0
2023-03-24T21:00:06.304Z,388930,"[[2.3436275, 2.681332, 'cam_133']]",0
2023-03-24T21:00:06.304Z,836406,"[[5.918557, 5.768519, 'cam_133']]",0
2023-03-24T21:00:06.364Z,551073,"[[2.0903542, 20.521679, 'cam_140']]",0
2023-03-24T21:00:06.364Z,313360,"[[4.905233, 12.837603, 'cam_140']]",0
2023-03-24T21:00:06.400Z,4488,"[[6.115857, 10.378415, 'cam_142']]",0
2023-03-24T21:00:06.400Z,871132,"[[2.5079632, 11.273026, 'cam_142'], [1.6964345, 10.56442, 'cam_142']]",0
2023-03-24T21:00:06.480Z,407456,"[[6.1221337, 10.382349, 'cam_142']]",0
2023-03-24T21:00:06.480Z,239620,"[[2.510893, 11.26951, 'cam_142'], [1.717922, 10.562257, 'cam_142']]",0
2023-03-24T21:00:06.537Z,594901,"[[1.7522987, 10.541641, 'cam_142'], [2.514811, 11.267221, 'cam_142']]",0
2023-03-24T21:00:06.537Z,295708,"[[6.162009, 10.356548, 'cam_142']]",0
2023-03-24T21:00:06.571Z,104411,"[[5.9424067, 5.549937, 'cam_133']]",0
2023-03-24T21:00:06.571Z,549257,"[[8.86996, -5.5679793, 'cam_133']]",0
2023-03-24T21:00:06.571Z,715174,"[[2.2976305, 3.18507, 'cam_133']]",4
2023-03-24T21:00:06.571Z,553775,"[[8.810895, 3.7498415, 'cam_133']]",0
